Row,ZIL,ZIL filtered,ZIL Lasso,ZIL Model Reduction,ZIL Model reduction & filtered,Height,Height Lasso
MSE,50.5126716319721,11.7944914112268,38.0787760289881,45.1746508279125,11.750341592397,0.00368934094412349,0.00313373722490997
Training MSE,34.9566266296154,9.44912646553683,40.1226970049867,38.0853665488834,10.2861691652872,0.00327972827948484,0.003685828861202
Overfitting,15.5560450023566,2.34536494569002,-2.04392097599863,7.08928427902901,1.46417242710987,0.000409612664638644,-0.000552091636292025
